available cuda: 2
loading data: May23_05-52-59
data loaded: May23_05-56-11
mean: [0.81036124 0.61035397 0.74000449]
std: [0.16581212 0.26087577 0.17437672]
training started: May23_05-56-12
epoch:00, train:0.306, valid:0.534, best:0.534, date:May23_06-08-10
epoch:01, train:0.456, valid:0.443, best:0.534, date:May23_06-19-56
epoch:02, train:0.480, valid:0.666, best:0.666, date:May23_06-31-44
epoch:03, train:0.521, valid:0.667, best:0.667, date:May23_06-43-30
epoch:04, train:0.550, valid:0.689, best:0.689, date:May23_06-55-16
epoch:05, train:0.574, valid:0.709, best:0.709, date:May23_07-07-03
epoch:06, train:0.591, valid:0.643, best:0.709, date:May23_07-18-50
epoch:07, train:0.592, valid:0.603, best:0.709, date:May23_07-30-37
epoch:08, train:0.606, valid:0.527, best:0.709, date:May23_07-42-24
epoch:09, train:0.580, valid:0.597, best:0.709, date:May23_07-54-11
epoch:10, train:0.601, valid:0.689, best:0.709, date:May23_08-05-59
epoch:11, train:0.618, valid:0.730, best:0.730, date:May23_08-17-49
epoch:12, train:0.630, valid:0.717, best:0.730, date:May23_08-29-38
epoch:13, train:0.625, valid:0.708, best:0.730, date:May23_08-41-27
epoch:14, train:0.631, valid:0.759, best:0.759, date:May23_08-53-16
epoch:15, train:0.654, valid:0.755, best:0.759, date:May23_09-05-05
epoch:16, train:0.672, valid:0.747, best:0.759, date:May23_09-16-55
epoch:17, train:0.667, valid:0.716, best:0.759, date:May23_09-28-44
epoch:18, train:0.678, valid:0.763, best:0.763, date:May23_09-40-33
epoch:19, train:0.679, valid:0.733, best:0.763, date:May23_09-52-21
epoch:20, train:0.689, valid:0.756, best:0.763, date:May23_10-04-10
epoch:21, train:0.690, valid:0.800, best:0.800, date:May23_10-15-59
epoch:22, train:0.693, valid:0.712, best:0.800, date:May23_10-27-48
epoch:23, train:0.686, valid:0.693, best:0.800, date:May23_10-39-36
epoch:24, train:0.691, valid:0.788, best:0.800, date:May23_10-51-24
epoch:25, train:0.705, valid:0.727, best:0.800, date:May23_11-03-12
epoch:26, train:0.699, valid:0.753, best:0.800, date:May23_11-15-00
epoch:27, train:0.699, valid:0.829, best:0.829, date:May23_11-26-49
epoch:28, train:0.700, valid:0.784, best:0.829, date:May23_11-38-37
epoch:29, train:0.702, valid:0.774, best:0.829, date:May23_11-50-24
epoch:30, train:0.719, valid:0.792, best:0.829, date:May23_12-02-11
epoch:31, train:0.724, valid:0.812, best:0.829, date:May23_12-13-58
epoch:32, train:0.727, valid:0.807, best:0.829, date:May23_12-25-46
epoch:33, train:0.722, valid:0.808, best:0.829, date:May23_12-37-33
epoch:34, train:0.726, valid:0.762, best:0.829, date:May23_12-49-21
epoch:35, train:0.717, valid:0.795, best:0.829, date:May23_13-01-08
epoch:36, train:0.738, valid:0.816, best:0.829, date:May23_13-12-56
epoch:37, train:0.737, valid:0.746, best:0.829, date:May23_13-24-44
epoch:38, train:0.734, valid:0.822, best:0.829, date:May23_13-36-31
epoch:39, train:0.727, valid:0.788, best:0.829, date:May23_13-48-18
epoch:40, train:0.738, valid:0.799, best:0.829, date:May23_14-00-05
epoch:41, train:0.735, valid:0.810, best:0.829, date:May23_14-11-52
epoch:42, train:0.732, valid:0.810, best:0.829, date:May23_14-23-39
epoch:43, train:0.739, valid:0.777, best:0.829, date:May23_14-35-26
epoch:44, train:0.730, valid:0.766, best:0.829, date:May23_14-47-13
epoch:45, train:0.746, valid:0.829, best:0.829, date:May23_14-59-00
epoch:46, train:0.744, valid:0.791, best:0.829, date:May23_15-10-48
epoch:47, train:0.750, valid:0.803, best:0.829, date:May23_15-22-35
epoch:48, train:0.744, valid:0.820, best:0.829, date:May23_15-34-21
epoch:49, train:0.754, valid:0.802, best:0.829, date:May23_15-46-08
epoch:50, train:0.750, valid:0.831, best:0.831, date:May23_15-57-55
epoch:51, train:0.749, valid:0.839, best:0.839, date:May23_16-09-43
epoch:52, train:0.753, valid:0.831, best:0.839, date:May23_16-21-30
epoch:53, train:0.760, valid:0.826, best:0.839, date:May23_16-33-17
epoch:54, train:0.753, valid:0.805, best:0.839, date:May23_16-45-03
epoch:55, train:0.753, valid:0.785, best:0.839, date:May23_16-56-51
epoch:56, train:0.752, valid:0.834, best:0.839, date:May23_17-08-39
epoch:57, train:0.757, valid:0.841, best:0.841, date:May23_17-20-27
epoch:58, train:0.756, valid:0.836, best:0.841, date:May23_17-32-14
epoch:59, train:0.758, valid:0.821, best:0.841, date:May23_17-44-01
epoch:60, train:0.770, valid:0.830, best:0.841, date:May23_17-55-49
epoch:61, train:0.764, valid:0.797, best:0.841, date:May23_18-07-36
epoch:62, train:0.779, valid:0.828, best:0.841, date:May23_18-19-23
epoch:63, train:0.772, valid:0.796, best:0.841, date:May23_18-31-10
epoch:64, train:0.775, valid:0.839, best:0.841, date:May23_18-42-58
epoch:65, train:0.763, valid:0.814, best:0.841, date:May23_18-54-46
epoch:66, train:0.761, valid:0.820, best:0.841, date:May23_19-06-33
epoch:67, train:0.763, valid:0.832, best:0.841, date:May23_19-18-21
epoch:68, train:0.770, valid:0.809, best:0.841, date:May23_19-30-08
epoch:69, train:0.778, valid:0.831, best:0.841, date:May23_19-41-54
epoch:70, train:0.772, valid:0.824, best:0.841, date:May23_19-53-43
epoch:71, train:0.761, valid:0.787, best:0.841, date:May23_20-05-30
epoch:72, train:0.774, valid:0.827, best:0.841, date:May23_20-17-18
epoch:73, train:0.772, valid:0.807, best:0.841, date:May23_20-29-05
epoch:74, train:0.771, valid:0.825, best:0.841, date:May23_20-40-52
epoch:75, train:0.774, valid:0.837, best:0.841, date:May23_20-52-39
epoch:76, train:0.781, valid:0.820, best:0.841, date:May23_21-04-26
epoch:77, train:0.778, valid:0.831, best:0.841, date:May23_21-16-14
epoch:78, train:0.775, valid:0.802, best:0.841, date:May23_21-28-01
epoch:79, train:0.773, valid:0.793, best:0.841, date:May23_21-39-48
epoch:80, train:0.792, valid:0.792, best:0.841, date:May23_21-51-36
epoch:81, train:0.774, valid:0.824, best:0.841, date:May23_22-03-23
epoch:82, train:0.767, valid:0.831, best:0.841, date:May23_22-15-09
