available cuda: 2
loading data: May23_05-52-59
data loaded: May23_05-56-12
mean: [0.81036124 0.61035397 0.74000449]
std: [0.16581212 0.26087577 0.17437672]
training started: May23_05-56-12
epoch:00, train:0.315, valid:0.591, best:0.591, date:May23_06-08-10
epoch:01, train:0.463, valid:0.512, best:0.591, date:May23_06-19-58
epoch:02, train:0.532, valid:0.662, best:0.662, date:May23_06-31-46
epoch:03, train:0.556, valid:0.588, best:0.662, date:May23_06-43-34
epoch:04, train:0.556, valid:0.674, best:0.674, date:May23_06-55-22
epoch:05, train:0.592, valid:0.646, best:0.674, date:May23_07-07-10
epoch:06, train:0.605, valid:0.690, best:0.690, date:May23_07-18-58
epoch:07, train:0.614, valid:0.621, best:0.690, date:May23_07-30-47
epoch:08, train:0.622, valid:0.682, best:0.690, date:May23_07-42-35
epoch:09, train:0.604, valid:0.652, best:0.690, date:May23_07-54-24
epoch:10, train:0.620, valid:0.708, best:0.708, date:May23_08-06-13
epoch:11, train:0.642, valid:0.750, best:0.750, date:May23_08-18-03
epoch:12, train:0.640, valid:0.738, best:0.750, date:May23_08-29-52
epoch:13, train:0.639, valid:0.706, best:0.750, date:May23_08-41-43
epoch:14, train:0.637, valid:0.756, best:0.756, date:May23_08-53-33
epoch:15, train:0.666, valid:0.713, best:0.756, date:May23_09-05-23
epoch:16, train:0.677, valid:0.785, best:0.785, date:May23_09-17-13
epoch:17, train:0.674, valid:0.745, best:0.785, date:May23_09-29-03
epoch:18, train:0.695, valid:0.789, best:0.789, date:May23_09-40-53
epoch:19, train:0.688, valid:0.789, best:0.789, date:May23_09-52-44
epoch:20, train:0.697, valid:0.744, best:0.789, date:May23_10-04-34
epoch:21, train:0.679, valid:0.801, best:0.801, date:May23_10-16-23
epoch:22, train:0.692, valid:0.824, best:0.824, date:May23_10-28-13
epoch:23, train:0.704, valid:0.806, best:0.824, date:May23_10-40-03
epoch:24, train:0.692, valid:0.799, best:0.824, date:May23_10-51-53
epoch:25, train:0.697, valid:0.758, best:0.824, date:May23_11-03-42
epoch:26, train:0.700, valid:0.797, best:0.824, date:May23_11-15-30
epoch:27, train:0.694, valid:0.799, best:0.824, date:May23_11-27-18
epoch:28, train:0.713, valid:0.777, best:0.824, date:May23_11-39-07
epoch:29, train:0.707, valid:0.828, best:0.828, date:May23_11-50-55
epoch:30, train:0.714, valid:0.770, best:0.828, date:May23_12-02-45
epoch:31, train:0.716, valid:0.808, best:0.828, date:May23_12-14-32
epoch:32, train:0.720, valid:0.794, best:0.828, date:May23_12-26-20
epoch:33, train:0.721, valid:0.776, best:0.828, date:May23_12-38-09
epoch:34, train:0.719, valid:0.834, best:0.834, date:May23_12-49-57
epoch:35, train:0.719, valid:0.818, best:0.834, date:May23_13-01-45
epoch:36, train:0.723, valid:0.813, best:0.834, date:May23_13-13-33
epoch:37, train:0.724, valid:0.808, best:0.834, date:May23_13-25-21
epoch:38, train:0.734, valid:0.807, best:0.834, date:May23_13-37-10
epoch:39, train:0.732, valid:0.788, best:0.834, date:May23_13-48-57
epoch:40, train:0.738, valid:0.821, best:0.834, date:May23_14-00-47
epoch:41, train:0.741, valid:0.791, best:0.834, date:May23_14-12-35
epoch:42, train:0.735, valid:0.809, best:0.834, date:May23_14-24-24
epoch:43, train:0.734, valid:0.771, best:0.834, date:May23_14-36-11
epoch:44, train:0.737, valid:0.832, best:0.834, date:May23_14-47-59
epoch:45, train:0.748, valid:0.812, best:0.834, date:May23_14-59-47
epoch:46, train:0.743, valid:0.800, best:0.834, date:May23_15-11-34
epoch:47, train:0.751, valid:0.783, best:0.834, date:May23_15-23-22
epoch:48, train:0.758, valid:0.823, best:0.834, date:May23_15-35-10
epoch:49, train:0.756, valid:0.772, best:0.834, date:May23_15-46-59
epoch:50, train:0.762, valid:0.793, best:0.834, date:May23_15-58-47
epoch:51, train:0.751, valid:0.817, best:0.834, date:May23_16-10-35
